Date,City,State,Shape,Summary,Tier,Image_URL,Description,Report_URL
"2025-12-04 12:00 Local Reported: 2025-12-03 15:16 Pacific Duration: 60 mins and still there No of observers: 2 Location: Dordrecht, South Holland, Netherlands Location details: White hazy balloon south direction circular fast motions in orbit shifting places. 2nd one seen too Shape: Changing Color: White Estimated Size: Could be bigger than aircraft Viewed From: Land Direction from Viewer: South Angle of Elevation: 31 Closest Distance: Probably 50km Estimated Speed: 500kmph Characteristics: Lights on object, Aura or haze around object Circular motion, very fast, i don't know who to report Circular oval orbit, moving very fast, two appeared later. Couldn't be captured on camera clearly Posted 2025-12-05",Dordrecht,South Holland,"Changing Color: White Estimated Size: Could be bigger than aircraft Viewed From: Land Direction from Viewer: South Angle of Elevation: 31 Closest Distance: Probably 50km Estimated Speed: 500kmph Characteristics: Lights on object, Aura or haze around object Circular motion, very fast, i don't know who to report Circular oval orbit, moving very fast, two appeared later. Couldn't be captured on camera clearly Posted 2025-12-05",,,,"Skip to content NUFORC UFO Sighting 194529 Occurred: 2025-12-04 12:00 Local Reported: 2025-12-03 15:16 Pacific Duration: 60 mins and still there No of observers: 2 Location: Dordrecht, South Holland, Netherlands Location details: White hazy balloon south direction circular fast motions in orbit shifting places. 2nd one seen too Shape: Changing Color: White Estimated Size: Could be bigger than aircraft Viewed From: Land Direction from Viewer: South Angle of Elevation: 31 Closest Distance: Probably 50km Estimated Speed: 500kmph Characteristics: Lights on object, Aura or haze around object Circular motion, very fast, i don't know who to report Circular oval orbit, moving very fast, two appeared later. Couldn't be captured on camera clearly Posted 2025-12-05",https://nuforc.org/sighting/?id=194529
"2025-12-03 17:40 Local Reported: 2025-12-03 16:10 Pacific Duration: 30 seconds No of observers: 1 Location: Yellville, AR, USA Shape: Unknown Color: White Estimated Size: No idea Viewed From: Land Direction from Viewer: 159. South Angle of Elevation: 30 Closest Distance: Miles away hard to tell Estimated Speed: Slow but steady Characteristics: Lights on object It flipped in no flashing lights traveled south in a diagonal direction and blipped out I was on the back deck, checking out the moon and the sunset clouds and it flipped in front of me miles away, went on a diagonal south course and flipped out. There was no flashing lights no jets in the area the stars at the angle or planets. Posted 2025-12-06",Yellville,AR,"Unknown Color: White Estimated Size: No idea Viewed From: Land Direction from Viewer: 159. South Angle of Elevation: 30 Closest Distance: Miles away hard to tell Estimated Speed: Slow but steady Characteristics: Lights on object It flipped in no flashing lights traveled south in a diagonal direction and blipped out I was on the back deck, checking out the moon and the sunset clouds and it flipped in front of me miles away, went on a diagonal south course and flipped out. There was no flashing lights no jets in the area the stars at the angle or planets. Posted 2025-12-06",,,https://nuforc.org/wp-content/uploads/simages/S194530_2.png,"Skip to content NUFORC UFO Sighting 194530 Occurred: 2025-12-03 17:40 Local Reported: 2025-12-03 16:10 Pacific Duration: 30 seconds No of observers: 1 Location: Yellville, AR, USA Shape: Unknown Color: White Estimated Size: No idea Viewed From: Land Direction from Viewer: 159. South Angle of Elevation: 30 Closest Distance: Miles away hard to tell Estimated Speed: Slow but steady Characteristics: Lights on object It flipped in no flashing lights traveled south in a diagonal direction and blipped out I was on the back deck, checking out the moon and the sunset clouds and it flipped in front of me miles away, went on a diagonal south course and flipped out. There was no flashing lights no jets in the area the stars at the angle or planets",https://nuforc.org/sighting/?id=194530
"2025-12-03 06:00 Local Reported: 2025-12-03 18:40 Pacific Duration: 3 seconds No of observers: 2 Location: Hesperia, CA, USA Shape: Light Color: Many colors Viewed From: Land Direction from Viewer: Southwest Angle of Elevation: 33 Closest Distance: 1/4 mile Characteristics: Lights on object, Left a trail, Changed Colo Silent and giant light of multiple colors flashing appeared above horizon, then shot away and disappeared 3 seconds later. While stargazing with my mom using my telescope, we were looking west when a giant light of multiple colors flashing appeared above horizon a little more towards the south. It was only about 1000 ft above the ground, maybe a 1/4 mile south. It was white, green, blue, red, purple, and white. It was like it was all of those colors at once. Then after a second, it just then shot away south and disappeared a few seconds later. The odd part is that it left a trail of light, but then it ALL disappeared at the same time. And the entire encounter was absolutely silent. My mom and I could not understand what happened, it was an emotional event. Posted 2025-12-06",Hesperia,CA,"Light Color: Many colors Viewed From: Land Direction from Viewer: Southwest Angle of Elevation: 33 Closest Distance: 1/4 mile Characteristics: Lights on object, Left a trail, Changed Colo Silent and giant light of multiple colors flashing appeared above horizon, then shot away and disappeared 3 seconds later. While stargazing with my mom using my telescope, we were looking west when a giant light of multiple colors flashing appeared above horizon a little more towards the south. It was only about 1000 ft above the ground, maybe a 1/4 mile south. It was white, green, blue, red, purple, and white. It was like it was all of those colors at once. Then after a second, it just then shot away south and disappeared a few seconds later. The odd part is that it left a trail of light, but then it ALL disappeared at the same time. And the entire encounter was absolutely silent. My mom and I could not understand what happened, it was an emotional event. Posted 2025-12-06",,,,"Skip to content NUFORC UFO Sighting 194533 Occurred: 2025-12-03 06:00 Local Reported: 2025-12-03 18:40 Pacific Duration: 3 seconds No of observers: 2 Location: Hesperia, CA, USA Shape: Light Color: Many colors Viewed From: Land Direction from Viewer: Southwest Angle of Elevation: 33 Closest Distance: 1/4 mile Characteristics: Lights on object, Left a trail, Changed Colo Silent and giant light of multiple colors flashing appeared above horizon, then shot away and disappeared 3 seconds later. While stargazing with my mom using my telescope, we were looking west when a giant light of multiple colors flashing appeared above horizon a little more towards the south. It was only about 1000 ft above the ground, maybe a 1/4 mile south",https://nuforc.org/sighting/?id=194533
"2025-12-03 21:55 Local Reported: 2025-12-03 19:08 Pacific Duration: 60 seconds No of observers: 1 Location: Pittman Center, TN, USA Location details: Cedar Bluff Rd looking toward south Shape: Triangle Color: Unknown Viewed From: Land Direction from Viewer: South Angle of Elevation: 80 Characteristics: Lights on object, Made a sound Extremely large triangular craft with lights flying southwest I went outside to walk dog, heard a loud Humm like a jet but more muffled. Saw a giant triangular craft silhouetted against the sky from a dull moon. The craft had lights down the sides on a linear pattern Posted 2025-12-06",Pittman Center,TN,"Triangle Color: Unknown Viewed From: Land Direction from Viewer: South Angle of Elevation: 80 Characteristics: Lights on object, Made a sound Extremely large triangular craft with lights flying southwest I went outside to walk dog, heard a loud Humm like a jet but more muffled. Saw a giant triangular craft silhouetted against the sky from a dull moon. The craft had lights down the sides on a linear pattern Posted 2025-12-06",,,,"Skip to content NUFORC UFO Sighting 194534 Occurred: 2025-12-03 21:55 Local Reported: 2025-12-03 19:08 Pacific Duration: 60 seconds No of observers: 1 Location: Pittman Center, TN, USA Location details: Cedar Bluff Rd looking toward south Shape: Triangle Color: Unknown Viewed From: Land Direction from Viewer: South Angle of Elevation: 80 Characteristics: Lights on object, Made a sound Extremely large triangular craft with lights flying southwest I went outside to walk dog, heard a loud Humm like a jet but more muffled. Saw a giant triangular craft silhouetted against the sky from a dull moon. The craft had lights down the sides on a linear pattern Posted 2025-12-06",https://nuforc.org/sighting/?id=194534
"2025-12-03 22:35 Local - Approximate Reported: 2025-12-03 20:01 Pacific Duration: 1st sighting 30 seconds No of observers: 6 - Military Location: , , Cambodia Location details: The first sighting was on land followed by the second sighting I was on a vessel Shape: Orb Color: Blue Estimated Size: Softball blue orb Viewed From: Land Direction from Viewer: At my 12 oclock Angle of Elevation: 45 Closest Distance: 25 + yards away Estimated Speed: 5-10 mph Characteristics: Left a trail Blue orb was seen floating close to the ground then flew up and disappeared I'm a Marine Veteran sighting took place on a training location in farm land near rice paddies and fields, a group of my fellow marines and I were enjoying down time after our training day. By smoking and joking on the back side of your hootch. We started talking about life, aliens and ill that kind of stuff. We talked for a long time about things and after awhile of talking the first odd thing that happened was we heard hustling in some bushes about 15 to 20 yards to our 1 to 2 o'clock. We continued to talk when after the awhile the sighting happened, which in the middle of my buddy talking he stopped and said look. To which to our 11 o'clock a blue orb about 25 to 30 yards away and ranging 5 ft off then ground , colored as blue was floating left to right as viewing it from us looking at it from front facing it. It continued to dance around before going up left at angle then moving up right then going straight up at which point it disappeared. ( when the orb moved there was a small trail of light coming off of it. ) After that we were all kind of shocked smoked one more cig then headed to rack out. The hootch had bunk beds on either side, I slept in a bottom bunk at them very end of the hootch, I would wake up once in the middle of the night, I remember laying on my back and as woke up i remember fire watch was just passing near my area and heading to walk back up towards the other side of the hootch. I then looked over too my left and saw a creature I have never seen since or ever. It looked humanoid with a head that was similar to ours but more stubby and wider and shaped like ours in a oval way but different. Its eyes were similar to ours in shape but bigger and black or seemed that way as its was too dark to see color if it had any. It was small in body stature with small hands with fingers that were long. It was hanging off the ladder that was leading to the top bunk. It had what seemed to be hair but patchy or very little and seemed to be wearing a raggy top shirt or covering. It blinked at me then I just rolled over and went back to sleep. I didn't feel threatened but was still shock and just rolled over . Lastly we got back on our vessel after our training was done, arriving back on ship at night when heading to the smoke pit there was about 20 or 30 people in awe as off in the distance over whatever city we could see. A orange orb was moving oddly as it was traveling from one point to another very fast and zig zagging. Not like in the way a helicopter or plane would travel. Then a helicopter flew very low over top of us and heading towards where the orb was over the city. At which they orb moved in one more drastic manner then disappeared. Talking to a few people that had seen the orb longer had said that they came on to the smoke deck and seen this orb flying around for a few minutes before the point that I got there. Posted 2025-12-06",,,"Orb Color: Blue Estimated Size: Softball blue orb Viewed From: Land Direction from Viewer: At my 12 oclock Angle of Elevation: 45 Closest Distance: 25 + yards away Estimated Speed: 5-10 mph Characteristics: Left a trail Blue orb was seen floating close to the ground then flew up and disappeared I'm a Marine Veteran sighting took place on a training location in farm land near rice paddies and fields, a group of my fellow marines and I were enjoying down time after our training day. By smoking and joking on the back side of your hootch. We started talking about life, aliens and ill that kind of stuff. We talked for a long time about things and after awhile of talking the first odd thing that happened was we heard hustling in some bushes about 15 to 20 yards to our 1 to 2 o'clock. We continued to talk when after the awhile the sighting happened, which in the middle of my buddy talking he stopped and said look. To which to our 11 o'clock a blue orb about 25 to 30 yards away and ranging 5 ft off then ground , colored as blue was floating left to right as viewing it from us looking at it from front facing it. It continued to dance around before going up left at angle then moving up right then going straight up at which point it disappeared. ( when the orb moved there was a small trail of light coming off of it. ) After that we were all kind of shocked smoked one more cig then headed to rack out. The hootch had bunk beds on either side, I slept in a bottom bunk at them very end of the hootch, I would wake up once in the middle of the night, I remember laying on my back and as woke up i remember fire watch was just passing near my area and heading to walk back up towards the other side of the hootch. I then looked over too my left and saw a creature I have never seen since or ever. It looked humanoid with a head that was similar to ours but more stubby and wider and shaped like ours in a oval way but different. Its eyes were similar to ours in shape but bigger and black or seemed that way as its was too dark to see color if it had any. It was small in body stature with small hands with fingers that were long. It was hanging off the ladder that was leading to the top bunk. It had what seemed to be hair but patchy or very little and seemed to be wearing a raggy top shirt or covering. It blinked at me then I just rolled over and went back to sleep. I didn't feel threatened but was still shock and just rolled over . Lastly we got back on our vessel after our training was done, arriving back on ship at night when heading to the smoke pit there was about 20 or 30 people in awe as off in the distance over whatever city we could see. A orange orb was moving oddly as it was traveling from one point to another very fast and zig zagging. Not like in the way a helicopter or plane would travel. Then a helicopter flew very low over top of us and heading towards where the orb was over the city. At which they orb moved in one more drastic manner then disappeared. Talking to a few people that had seen the orb longer had said that they came on to the smoke deck and seen this orb flying around for a few minutes before the point that I got there. Posted 2025-12-06",,,,"Skip to content NUFORC UFO Sighting 194537 Occurred: 2025-12-03 22:35 Local - Approximate Reported: 2025-12-03 20:01 Pacific Duration: 1st sighting 30 seconds No of observers: 6 - Military Location: , , Cambodia Location details: The first sighting was on land followed by the second sighting I was on a vessel Shape: Orb Color: Blue Estimated Size: Softball blue orb Viewed From: Land Direction from Viewer: At my 12 oclock Angle of Elevation: 45 Closest Distance: 25 + yards away Estimated Speed: 5-10 mph Characteristics: Left a trail Blue orb was seen floating close to the ground then flew up and disappeared I'm a Marine Veteran sighting took place on a training location in farm land near rice paddies and fields, a group of my fellow marines and I were enjoying down time after our training day. By smoking and joking on the back side of your hootch. We started talking about life, aliens and ill that kind of stuff",https://nuforc.org/sighting/?id=194537
"2025-12-03 14:55 Local Reported: 2025-12-03 20:35 Pacific Duration: 1 minute No of observers: 1 Location: Greensboro, NC, USA Shape: Cigar Color: White Estimated Size: Unknown Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: 2 miles Estimated Speed: Unknown Characteristics: Aircraft nearby UAP craft seen in broad daylight At 2:55 pm on December 3, 2025, I witnessed a UAP was moving from east to west at a consistent speed and then vanished. There were no clouds obscuring the UAP. It is difficult for me to determine the size and distance of the craft as there was no point of reference in the sky. Roughly 20 minutes later a large helicopter was in the same area. I checked the flight records for the airspace for both the UAP and the helicopter and found nothing. Posted 2025-12-06",Greensboro,NC,"Cigar Color: White Estimated Size: Unknown Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: 2 miles Estimated Speed: Unknown Characteristics: Aircraft nearby UAP craft seen in broad daylight At 2:55 pm on December 3, 2025, I witnessed a UAP was moving from east to west at a consistent speed and then vanished. There were no clouds obscuring the UAP. It is difficult for me to determine the size and distance of the craft as there was no point of reference in the sky. Roughly 20 minutes later a large helicopter was in the same area. I checked the flight records for the airspace for both the UAP and the helicopter and found nothing. Posted 2025-12-06",,,,a UAP was moving from east to west at a consistent speed and then vanished. There were no clouds obscuring the UAP. It is difficult for me to determine the size and distance of the craft as there was no point of reference in the sky. Roughly 20 minutes later a large helicopter was in the same area. I checked the flight records for the airspace for both the UAP and the helicopter and found nothing.,https://nuforc.org/sighting/?id=194538
"2025-12-03 21:15 Local Reported: 2025-12-03 21:13 Pacific Duration: 5 minutes No of observers: 2 Location: Vale, OR, USA Location details: West of address about 1 mile in desert Shape: Light Color: White Viewed From: Land Direction from Viewer: North west Angle of Elevation: 70 Closest Distance: 4-5 miles Characteristics: Aura or haze around object Multiple lights circling then disappearing My son and I were out in the desert enjoying the full moon when I noticed a bright light disappear so I got my phone out and a few seconds later it reappeared and almost seemed to be circling then I noticed two more but but dimmer behind the first one and then they all went away. This went on for about 5 minutes. Posted 2025-12-06",Vale,OR,Light Color: White Viewed From: Land Direction from Viewer: North west Angle of Elevation: 70 Closest Distance: 4-5 miles Characteristics: Aura or haze around object Multiple lights circling then disappearing My son and I were out in the desert enjoying the full moon when I noticed a bright light disappear so I got my phone out and a few seconds later it reappeared and almost seemed to be circling then I noticed two more but but dimmer behind the first one and then they all went away. This went on for about 5 minutes. Posted 2025-12-06,,,,"Skip to content NUFORC UFO Sighting 194540 Occurred: 2025-12-03 21:15 Local Reported: 2025-12-03 21:13 Pacific Duration: 5 minutes No of observers: 2 Location: Vale, OR, USA Location details: West of address about 1 mile in desert Shape: Light Color: White Viewed From: Land Direction from Viewer: North west Angle of Elevation: 70 Closest Distance: 4-5 miles Characteristics: Aura or haze around object Multiple lights circling then disappearing My son and I were out in the desert enjoying the full moon when I noticed a bright light disappear so I got my phone out and a few seconds later it reappeared and almost seemed to be circling then I noticed two more but but dimmer behind the first one and then they all went away",https://nuforc.org/sighting/?id=194540
"2025-12-03 22:40 Local Reported: 2025-12-03 21:52 Pacific Duration: 1.5 hours No of observers: 4 - Pilot Location: Millville, IN, USA Location details: 40,000 feet bearing 280 mag from the location above Shape: Circle Color: White Viewed From: Aircraft Direction from Viewer: 280 mag Angle of Elevation: 8 Explanation: Starlink (Racetrack) - Probable Characteristics: Changed Colo Three white dots random maneuvering high speed and changing direction/speed Three white dots. Each individually accelerating in speed and direction. Observed at 40,000’ in aircraft roughly 8 degrees above our relative horizon. Possibly starlink refraction. Other aircraft saw it too. Posted 2025-12-06",Millville,IN,"Circle Color: White Viewed From: Aircraft Direction from Viewer: 280 mag Angle of Elevation: 8 Explanation: Starlink (Racetrack) - Probable Characteristics: Changed Colo Three white dots random maneuvering high speed and changing direction/speed Three white dots. Each individually accelerating in speed and direction. Observed at 40,000’ in aircraft roughly 8 degrees above our relative horizon. Possibly starlink refraction. Other aircraft saw it too. Posted 2025-12-06",,,,"Skip to content NUFORC UFO Sighting 194541 Occurred: 2025-12-03 22:40 Local Reported: 2025-12-03 21:52 Pacific Duration: 1. 5 hours No of observers: 4 - Pilot Location: Millville, IN, USA Location details: 40,000 feet bearing 280 mag from the location above Shape: Circle Color: White Viewed From: Aircraft Direction from Viewer: 280 mag Angle of Elevation: 8 Explanation: Starlink (Racetrack) - Probable Characteristics: Changed Colo Three white dots random maneuvering high speed and changing direction/speed Three white dots. Each individually accelerating in speed and direction",https://nuforc.org/sighting/?id=194541
"2025-12-03 04:20 Local Reported: 2025-12-04 05:35 Pacific Duration: 3 sec. No of observers: 2 - Aviation Expert Location: Gold Bar, WA, USA Location details: A futuristic man in a silver suit flew across the road for the 3rd time about every 6 months Shape: Other Color: Silver Estimated Size: 6 foot Viewed From: Land Direction from Viewer: We were going north and it was going east Closest Distance: 200 feet Estimated Speed: 35 mph Characteristics: Aura or haze around object It flew across the road too fast to not hit a tree, did some kind of interdimentional flight or time travel This is the 3 rd time this human shaped futuristic figure wearing a silver suit has come from the back woods of a Marijuana shop flying off the ground only a couple of feet about 35 miles per hr and disappearing into thick woods straight across to the other east side, always when its dark outside. Posted 2025-12-06",Gold Bar,WA,"Other Color: Silver Estimated Size: 6 foot Viewed From: Land Direction from Viewer: We were going north and it was going east Closest Distance: 200 feet Estimated Speed: 35 mph Characteristics: Aura or haze around object It flew across the road too fast to not hit a tree, did some kind of interdimentional flight or time travel This is the 3 rd time this human shaped futuristic figure wearing a silver suit has come from the back woods of a Marijuana shop flying off the ground only a couple of feet about 35 miles per hr and disappearing into thick woods straight across to the other east side, always when its dark outside. Posted 2025-12-06",,,,"Skip to content NUFORC UFO Sighting 194545 Occurred: 2025-12-03 04:20 Local Reported: 2025-12-04 05:35 Pacific Duration: 3 sec. No of observers: 2 - Aviation Expert Location: Gold Bar, WA, USA Location details: A futuristic man in a silver suit flew across the road for the 3rd time about every 6 months Shape: Other Color: Silver Estimated Size: 6 foot Viewed From: Land Direction from Viewer: We were going north and it was going east Closest Distance: 200 feet Estimated Speed: 35 mph Characteristics: Aura or haze around object It flew across the road too fast to not hit a tree, did some kind of interdimentional flight or time travel This is the 3 rd time this human shaped futuristic figure wearing a silver suit has come from the back woods of a Marijuana shop flying off the ground only a couple of feet about 35 miles per hr and disappearing into thick woods straight across to the other east side, always when its dark outside",https://nuforc.org/sighting/?id=194545
"2025-12-04 16:37 Local Reported: 2025-12-04 13:49 Pacific Duration: 1 minute No of observers: 2 Location: Indianapolis, IN, USA Location details: Driving on rural street. Object was super bright reflecting off the sun moving in straight line Shape: Circle Color: White Estimated Size: Larger then commercial aircraft Viewed From: Land Direction from Viewer: East Angle of Elevation: 45 Closest Distance: Miles. Was at altitude of plane Estimated Speed: 200 mph Explanation: Aircraft - Possible No emissions whatsoever moving in straight line roughly 200 mph super bright like it was reflecting off sun Me and my niece saw it she pointed it out. We watched it move in straight line for roughly a minute before we had to turn east and then lost it. Posted 2025-12-07",Indianapolis,IN,Circle Color: White Estimated Size: Larger then commercial aircraft Viewed From: Land Direction from Viewer: East Angle of Elevation: 45 Closest Distance: Miles. Was at altitude of plane Estimated Speed: 200 mph Explanation: Aircraft - Possible No emissions whatsoever moving in straight line roughly 200 mph super bright like it was reflecting off sun Me and my niece saw it she pointed it out. We watched it move in straight line for roughly a minute before we had to turn east and then lost it. Posted 2025-12-07,,,https://nuforc.org/wp-content/uploads/simages/S194549_1.png,"Skip to content NUFORC UFO Sighting 194549 Occurred: 2025-12-04 16:37 Local Reported: 2025-12-04 13:49 Pacific Duration: 1 minute No of observers: 2 Location: Indianapolis, IN, USA Location details: Driving on rural street. Object was super bright reflecting off the sun moving in straight line Shape: Circle Color: White Estimated Size: Larger then commercial aircraft Viewed From: Land Direction from Viewer: East Angle of Elevation: 45 Closest Distance: Miles. Was at altitude of plane Estimated Speed: 200 mph Explanation: Aircraft - Possible No emissions whatsoever moving in straight line roughly 200 mph super bright like it was reflecting off sun Me and my niece saw it she pointed it out",https://nuforc.org/sighting/?id=194549
"2025-12-02 19:37 Local Reported: 2025-12-04 19:28 Pacific Duration: 5 minutes possibly more No of observers: 2 Location: Victorville, CA, USA Shape: Orb Color: flashing Diff colors Estimated Size: Bigger than a helicopter possibly plane Viewed From: Land Direction from Viewer: 330 West Angle of Elevation: 45 Closest Distance: Middle of Victorville possibly adelanto Estimated Speed: Stationary Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object, Changed Color, Aircraft nearby A flashing hovering UFO My boyfriend and I were on our way inside and he noticed a hovering ufo then I looked it was flashing different colors in a way we’ve never seen. It was hovering in place for more than 5 minutes . It was flashing abnormal colors that aircraft’s don’t have, more than 3 lights flashing in a pattern. A helicopter flew by it and made it more noticeably unusual it was bigger than a helicopter. It can be seen in the video. It then began to slowly fly farther away after the helicopter came by and flew around it. Posted 2025-12-07",Victorville,CA,"Orb Color: flashing Diff colors Estimated Size: Bigger than a helicopter possibly plane Viewed From: Land Direction from Viewer: 330 West Angle of Elevation: 45 Closest Distance: Middle of Victorville possibly adelanto Estimated Speed: Stationary Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object, Changed Color, Aircraft nearby A flashing hovering UFO My boyfriend and I were on our way inside and he noticed a hovering ufo then I looked it was flashing different colors in a way we’ve never seen. It was hovering in place for more than 5 minutes . It was flashing abnormal colors that aircraft’s don’t have, more than 3 lights flashing in a pattern. A helicopter flew by it and made it more noticeably unusual it was bigger than a helicopter. It can be seen in the video. It then began to slowly fly farther away after the helicopter came by and flew around it. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194553 Occurred: 2025-12-02 19:37 Local Reported: 2025-12-04 19:28 Pacific Duration: 5 minutes possibly more No of observers: 2 Location: Victorville, CA, USA Shape: Orb Color: flashing Diff colors Estimated Size: Bigger than a helicopter possibly plane Viewed From: Land Direction from Viewer: 330 West Angle of Elevation: 45 Closest Distance: Middle of Victorville possibly adelanto Estimated Speed: Stationary Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object, Changed Color, Aircraft nearby A flashing hovering UFO My boyfriend and I were on our way inside and he noticed a hovering ufo then I looked it was flashing different colors in a way we’ve never seen. It was flashing abnormal colors that aircraft’s don’t have, more than 3 lights flashing in a pattern. A helicopter flew by it and made it more noticeably unusual it was bigger than a helicopter",https://nuforc.org/sighting/?id=194553
"2025-12-04 22:28 Local Reported: 2025-12-04 20:40 Pacific Duration: Over an hour No of observers: 2 Location: Bainbridge, NY, USA Location details: In the eastern sky Shape: Light Color: White, blue, red Estimated Size: Unsure Viewed From: Land Direction from Viewer: East Angle of Elevation: 35 Closest Distance: Unsure Estimated Speed: Slow Explanation: Aircraft - Possible Characteristics: Aura or haze around object, Changed Colo Object moved in all directions slowly and another hovered until it quickly left The object was observed to be brighter than the surrounding stars. I got my fiance to be sure I wasn’t seeing things. She confirmed the same thing that I was seeing. The object was moving in all directions but had a general upward and to the right trend from our position. I took photos and videos to try and confirm its position and was able to get a tri-pod video of it moving with the camera in a fixed position. As I was observing the first object, I noticed a second yellow object hovering on the horizon in the tree line. Seemingly as soon as I noticed it hovering it paused and then began heading in an opposite direction to the first object, almost crossing paths. I just checked again and the first object has moved back to the left side of our sky’s view closer to where it began. Posted 2025-12-07",Bainbridge,NY,"Light Color: White, blue, red Estimated Size: Unsure Viewed From: Land Direction from Viewer: East Angle of Elevation: 35 Closest Distance: Unsure Estimated Speed: Slow Explanation: Aircraft - Possible Characteristics: Aura or haze around object, Changed Colo Object moved in all directions slowly and another hovered until it quickly left The object was observed to be brighter than the surrounding stars. I got my fiance to be sure I wasn’t seeing things. She confirmed the same thing that I was seeing. The object was moving in all directions but had a general upward and to the right trend from our position. I took photos and videos to try and confirm its position and was able to get a tri-pod video of it moving with the camera in a fixed position. As I was observing the first object, I noticed a second yellow object hovering on the horizon in the tree line. Seemingly as soon as I noticed it hovering it paused and then began heading in an opposite direction to the first object, almost crossing paths. I just checked again and the first object has moved back to the left side of our sky’s view closer to where it began. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194554 Occurred: 2025-12-04 22:28 Local Reported: 2025-12-04 20:40 Pacific Duration: Over an hour No of observers: 2 Location: Bainbridge, NY, USA Location details: In the eastern sky Shape: Light Color: White, blue, red Estimated Size: Unsure Viewed From: Land Direction from Viewer: East Angle of Elevation: 35 Closest Distance: Unsure Estimated Speed: Slow Explanation: Aircraft - Possible Characteristics: Aura or haze around object, Changed Colo Object moved in all directions slowly and another hovered until it quickly left The object was observed to be brighter than the surrounding stars. The object was moving in all directions but had a general upward and to the right trend from our position. I took photos and videos to try and confirm its position and was able to get a tri-pod video of it moving with the camera in a fixed position",https://nuforc.org/sighting/?id=194554
"2025-12-02 18:29 Local Reported: 2025-12-05 04:00 Pacific Duration: 30 + No of observers: 2 Location: Christiansted, Saint Croix, US Virgin Islands Location details: off balcony unidentified light image with no apparent light source - (sun had set 90 deg) Shape: Light Color: white Estimated Size: light 100 ft wide - ring 1000 ft above sea level Viewed From: Land Direction from Viewer: in front of us Closest Distance: 5-10 miles Estimated Speed: didn't move Characteristics: Lights on object, Aura or haze around object, Emitted beams The light image with circle appeared no known source - hundreds of feet wide - up from the ocean 1/2 mile high with circle on top. The white light image appeared and lasted without change for more than 20 minutes reflecting on the Carribean sea as the night sky grew darker the light source remained the same - the sun had already set before sighting - 90 degrees to left well away from image - sun was below mtn range with no involvement in the light image. It reminded me of a petroglyph shape. The light appeared to originate from the circle at top and was bright enough to reflect on the ocean below. Posted 2025-12-07",Christiansted,Saint Croix,"Light Color: white Estimated Size: light 100 ft wide - ring 1000 ft above sea level Viewed From: Land Direction from Viewer: in front of us Closest Distance: 5-10 miles Estimated Speed: didn't move Characteristics: Lights on object, Aura or haze around object, Emitted beams The light image with circle appeared no known source - hundreds of feet wide - up from the ocean 1/2 mile high with circle on top. The white light image appeared and lasted without change for more than 20 minutes reflecting on the Carribean sea as the night sky grew darker the light source remained the same - the sun had already set before sighting - 90 degrees to left well away from image - sun was below mtn range with no involvement in the light image. It reminded me of a petroglyph shape. The light appeared to originate from the circle at top and was bright enough to reflect on the ocean below. Posted 2025-12-07",,,https://nuforc.org/wp-content/uploads/simages/S194557_1.jpeg,"Skip to content NUFORC UFO Sighting 194557 Occurred: 2025-12-02 18:29 Local Reported: 2025-12-05 04:00 Pacific Duration: 30 + No of observers: 2 Location: Christiansted, Saint Croix, US Virgin Islands Location details: off balcony unidentified light image with no apparent light source - (sun had set 90 deg) Shape: Light Color: white Estimated Size: light 100 ft wide - ring 1000 ft above sea level Viewed From: Land Direction from Viewer: in front of us Closest Distance: 5-10 miles Estimated Speed: didn't move Characteristics: Lights on object, Aura or haze around object, Emitted beams The light image with circle appeared no known source - hundreds of feet wide - up from the ocean 1/2 mile high with circle on top. The white light image appeared and lasted without change for more than 20 minutes reflecting on the Carribean sea as the night sky grew darker the light source remained the same - the sun had already set before sighting - 90 degrees to left well away from image - sun was below mtn range with no involvement in the light image. The light appeared to originate from the circle at top and was bright enough to reflect on the ocean below",https://nuforc.org/sighting/?id=194557
